episode,deltaT,maxRadius,avgRadius,numUnknownSlots,coverage,numSamples
1,1.0,2.0,2.0,4,1.0,13
<<<<<<< Updated upstream
11,0.3893942308451082,0.7315048635944266,0.6928907567589494,4,1.0,30
21,0.2592249294690782,0.5066155126126044,0.48877001398764996,4,1.0,34
31,0.20582181606110242,0.4043385222940378,0.39718095564118683,4,1.0,36
41,0.17478565374237653,0.3442633873322257,0.34241274610757394,4,1.0,38
51,0.15537393619356418,0.30643522338366963,0.30523394014878347,4,1.0,39
61,0.14064246935536234,0.27861194732392625,0.27783975157006113,4,1.0,40
71,0.1302802327659463,0.25902898105621947,0.2566339768657281,4,1.0,41
81,0.12272981392248614,0.24419227194351184,0.23960790082644287,4,1.0,42
91,0.11483363217772784,0.22825969895043974,0.2254839733319825,4,1.0,42
101,0.1080901300741252,0.21522789815222423,0.21352693989937244,4,1.0,43
111,0.10314623699787528,0.20483995150052772,0.20333866398365905,4,1.0,43
121,0.09822182163766344,0.19574047228503785,0.1944100175669036,4,1.0,44
131,0.0945262470781759,0.188292270689522,0.1865861198168317,4,1.0,44
141,0.09053334513965657,0.18064379100967987,0.1795928458668077,4,1.0,45
151,0.08757167785055103,0.17460046104243168,0.17331180270948174,4,1.0,45
161,0.08457794841313014,0.1685728846382253,0.16768239072528224,4,1.0,45
171,0.08206372794614653,0.16342208702599348,0.162528199394656,4,1.0,46
181,0.07975212309720672,0.15885976744197136,0.15780620899936487,4,1.0,46
191,0.0773025427098964,0.15442183607653426,0.15349244888591393,4,1.0,46
201,0.07551590628528643,0.15062443658755262,0.14953455238050173,4,1.0,46
211,0.07372726068689715,0.1470768845637288,0.14580769634275967,4,1.0,47
221,0.07200768560958049,0.14378141598082803,0.1423623047815789,4,1.0,47
231,0.07024591352240117,0.14019466317083534,0.13915632825704927,4,1.0,47
241,0.068551082382713,0.13685202095856622,0.13616974300585272,4,1.0,47
251,0.06723736645772509,0.13419253382933047,0.1333464897615791,4,1.0,48
261,0.06585613136078444,0.13142603616541984,0.13067690117108974,4,1.0,48
271,0.06460248386237084,0.12891496067931518,0.12817068656222882,4,1.0,48
281,0.06348033881230362,0.1267058250070977,0.12581253036595977,4,1.0,48
291,0.06252048175468308,0.12474225173472989,0.1235879304982355,4,1.0,48
301,0.06139167066460717,0.12248377251024258,0.12146567079400607,4,1.0,49
311,0.06047616535046254,0.12080081613695158,0.11942926962565095,4,1.0,49
321,0.05953819399732321,0.11894817303071417,0.11749626351409762,4,1.0,49
331,0.05864476635023457,0.11716730083685316,0.11565723022247841,4,1.0,49
341,0.0577705225437218,0.11527929483140104,0.11390586904390945,4,1.0,49
351,0.05680430140373784,0.11345673194446294,0.11223429431314946,4,1.0,49
361,0.05600608733993164,0.11185376917230902,0.11063974310452297,4,1.0,49
371,0.05514755266111597,0.11014424161964054,0.10909335946254924,4,1.0,50
381,0.05434132499543238,0.10855061880866619,0.10760527370756763,4,1.0,50
391,0.05365188401352297,0.10716544912242806,0.10617929242712253,4,1.0,50
401,0.05288419167334399,0.10565820830990123,0.10481053542653684,4,1.0,50
411,0.05228269790994317,0.10445912909422762,0.10349756450505745,4,1.0,50
421,0.05168177344034553,0.10326108881273638,0.10223399639655079,4,1.0,50
431,0.05104777742928066,0.10195767964053823,0.10101792190459397,4,1.0,50
441,0.05040450542799769,0.10070488333005538,0.09984551699732681,4,1.0,50
=======
11,0.3799575025691118,0.7110958288692732,0.6917797413633124,4,1.0,30
21,0.25412650700727535,0.4926039017858524,0.48825465830651804,4,1.0,34
31,0.20582181606110242,0.4027708963858065,0.39712463632574346,4,1.0,36
41,0.17503348018315856,0.3437935421901766,0.34240965747901164,4,1.0,38
51,0.1583461298949084,0.31315205760324344,0.30540086788527954,4,1.0,39
61,0.14397190795259285,0.2848085443730975,0.2779485230283272,4,1.0,40
71,0.13106061304073652,0.2605604655318926,0.2566634906851684,4,1.0,41
81,0.1225704115007524,0.2434106882561715,0.23960567853745823,4,1.0,42
91,0.11588246800197381,0.23057752533518627,0.22556838266263463,4,1.0,42
101,0.11029078834979529,0.21967846854094458,0.21363057566639126,4,1.0,43
111,0.10493903517204033,0.20872441218995397,0.2034517317083276,4,1.0,43
121,0.10029301381117298,0.19942129172574452,0.19448140472827466,4,1.0,44
131,0.09573274286678742,0.1906741215786698,0.18661985649527973,4,1.0,44
141,0.0919631528475023,0.1832924400407529,0.17963405300540405,4,1.0,45
151,0.08897033622971406,0.1772563794281071,0.17335464236400908,4,1.0,45
