p_reach,p_T,eps,confidence,effective horizon,Execution time (ms),episodes,deltaT,nMin,Robust foundNE,Robust value,Robust strategy,Robust true value,Robust value gap,Robust dev gain,Point foundNE,Point value,Point strategy,Point true value,Point value gap,Point dev gain,True found,True value,True SW,True strategy
1.0000000000287557e-06,1.0,0.1,0.05,4,2629848.942459,729213,0.02499999022207616,8663565,TRUE,0.998238963729,CSG: $ s:0 ->  $ s:1 ->  $ s:2 ->  $ s:3 ->,1.0,0.0017610362709999938,0.0,TRUE,1.0,CSG: $ s:0 ->  $ s:1 ->  $ s:2 ->  $ s:3 ->,1.0,0.0,0.0,TRUE,"(0.6,0.4)",1.0,CSG: $ s:0 ->  $ s:1 ->  $ s:2 ->  $ s:3 ->
