p_reach,p_T,eps,confidence,effective horizon,Execution time (ms),episodes,deltaT,nMin,Robust foundNE,Robust value,Robust strategy,Robust true value,Robust value gap,Robust dev gain,Point foundNE,Point value,Point strategy,Point true value,Point value gap,Point dev gain,True found,True value,True SW,True strategy
3.999994000119023e-06,1.0,0.1,0.05,6,8969063.774791,754414,0.024999998677565378,49433708,FALSE,2.0,CSG: $ s:0 ->  $ s:1 ->  $ s:2 ->  $ s:3 ->  $ s:4 ->  $ s:5 ->  $ s:6 ->  $ s:7 ->  $ s:8 ->  $ s:9 ->  $ s:10 ->  $ s:11 ->,0.0,-2.0,0.0,TRUE,2.0,CSG: $ s:0 ->  $ s:1 ->  $ s:2 ->  $ s:3 ->  $ s:4 ->  $ s:5 ->  $ s:6 ->  $ s:7 ->  $ s:8 ->  $ s:9 ->  $ s:10 ->  $ s:11 ->,0.0,-2.0,0.0,TRUE,"(1.0,1.0)",2.0,CSG: $ s:0 ->  $ s:1 ->  $ s:2 ->  $ s:3 ->  $ s:4 ->  $ s:5 ->  $ s:6 ->  $ s:7 ->  $ s:8 ->  $ s:9 ->  $ s:10 ->  $ s:11 ->
