episode,deltaT,maxRadius,avgRadius,numUnknownSlots,coverage,numSamples
1,1.0,2.0,2.0,4,1.0,4
11,0.6665433584500361,1.3330867169000722,1.2348762208929869,4,1.0,8
21,0.4746710284032487,0.9254073863492038,0.8814897913418561,4,1.0,9
31,0.3830201591405586,0.7481264743403568,0.72131848703078,4,1.0,9
41,0.3188520032154078,0.6309711070437234,0.6206742537362167,4,1.0,10
51,0.29084935255077266,0.574223786896653,0.555512566211557,4,1.0,10
61,0.2592249294690782,0.5149779390215579,0.5079331404212901,4,1.0,10
71,0.23988421586144382,0.47572309152532305,0.4692902522691155,4,1.0,11
81,0.223436794695583,0.44258976692619956,0.43796392284483737,4,1.0,11
91,0.21103929449286796,0.4193902925605747,0.41256070755938934,4,1.0,11
101,0.19834495653782017,0.3959503166887046,0.3913034806313277,4,1.0,11
111,0.1884414716610054,0.37563086014263253,0.3731828941933073,4,1.0,11
121,0.18275002077421948,0.36102582045917475,0.3575457771287863,4,1.0,11
131,0.17380547011701955,0.345685362509543,0.3438123297058029,4,1.0,11
141,0.1680538298552423,0.33394968603186903,0.3311698549291642,4,1.0,12
151,0.16208753892813152,0.32417507785626304,0.3194156768540326,4,1.0,12
161,0.1588897785284923,0.31741579844503287,0.30900742824103555,4,1.0,12
171,0.15370672831741145,0.30676019428886375,0.2994537352842075,4,1.0,12
181,0.14932618085453309,0.2977602326019988,0.2908318464006667,4,1.0,12
191,0.14629028966544125,0.2914681182943715,0.28301778395738236,4,1.0,12
201,0.1417669878623399,0.2827779240623606,0.2757140395842072,4,1.0,12
211,0.13766219055595857,0.274407589628833,0.26901804052197614,4,1.0,12
221,0.13401997047971898,0.2671981192800526,0.26283013349658646,4,1.0,12
231,0.13066856369644045,0.2609478743261168,0.2570805735803682,4,1.0,12
241,0.12793382460691025,0.25568549886488284,0.2517104548124442,4,1.0,12
251,0.12554505050960846,0.250918572771971,0.24670516895091316,4,1.0,12
261,0.12313123068567348,0.24577975861840878,0.24196883184014417,4,1.0,12
271,0.12055646436828138,0.24111292873656276,0.2375291216164652,4,1.0,12
281,0.11922238037555566,0.2380091474629459,0.23335501393894023,4,1.0,12
291,0.11765396860673759,0.23475160426013714,0.22940759942535066,4,1.0,12
301,0.11541985951808076,0.23057752533518627,0.22556838266263343,4,1.0,13
311,0.11356413405576568,0.22700365329706426,0.2217155956903279,4,1.0,13
321,0.11191910174568152,0.22371924541893562,0.21806263329803446,4,1.0,13
331,0.11046165208447677,0.2204680410814448,0.21459941382841555,4,1.0,13
341,0.1087356046734797,0.21714617143542353,0.21130777864785177,4,1.0,13
351,0.10740444587069921,0.21460036004395336,0.208186488863845,4,1.0,13
361,0.10557553510362043,0.2107567626377332,0.20517719917293004,4,1.0,13
371,0.1039361445619588,0.2076844272224074,0.20231854704642743,4,1.0,13
381,0.10241997575026386,0.20439266812366963,0.19955855883685875,4,1.0,13
391,0.10114406872703238,0.20202988834033128,0.19694107973718894,4,1.0,13
401,0.09991739770035654,0.1992566506589075,0.19440271012284127,4,1.0,13
411,0.0983399127017135,0.19636511612772903,0.19196484307259518,4,1.0,13
421,0.09698960777531805,0.19367802243898816,0.18962908489366062,4,1.0,13
431,0.09587792755013567,0.19146548573357483,0.18738984938480793,4,1.0,13
441,0.09459588403700614,0.18898297931900856,0.18523130111482144,4,1.0,13
451,0.09363554440214167,0.18700173318886118,0.183151501322555,4,1.0,13
461,0.09260761468833059,0.18502005896718213,0.1811465845556394,4,1.0,13
471,0.09155181494632794,0.18279031520922706,0.17920485619486157,4,1.0,13
481,0.09065488212376491,0.181188097727701,0.17733523453268749,4,1.0,13
491,0.089844414225564,0.17945258325166952,0.17552328732578054,4,1.0,13
501,0.08897033622971406,0.17771164294644828,0.17376721548979937,4,1.0,13
