episode,deltaT,maxRadius,avgRadius,numUnknownSlots,propUnknown,numSamples,totalNumSamples
1,9.0,2.0,1.5601452579916932,16,1.0,71,71
11,3.8588415101474443,0.8054843347553212,0.4882891994030627,16,1.0,138,1255
21,2.5200896761034413,0.5421948468870433,0.3384178091937245,16,1.0,158,2752
31,2.017844090195102,0.446377705737594,0.27456665667786584,16,1.0,170,4401
41,1.7363334084004587,0.3796816569566502,0.23455804038904687,16,1.0,179,6151
51,1.5335242782699559,0.3345783702577857,0.2082930313685455,16,1.0,186,7978
61,1.3611290945894248,0.3004554995872106,0.18867605905677104,16,1.0,191,9866
71,1.2654802555382856,0.2789372802566643,0.17385832343480026,16,1.0,196,11806
81,1.1725536568711983,0.258952024407929,0.16139162470736046,16,1.0,200,13791
91,1.1057091744328305,0.2437818693736932,0.1515912283200667,16,1.0,204,15815
101,1.0519422953427475,0.2327447807122417,0.1435520798427449,16,1.0,207,17873
111,0.9953358948108292,0.2194830111417389,0.1363410738752539,16,1.0,210,19963
121,0.9432703201368339,0.20871328701808164,0.13010063739943664,16,1.0,213,22082
131,0.9035645615237979,0.19976988141516433,0.12439892330531539,16,1.0,216,24227
141,0.8668319156755807,0.19200698805135627,0.1197830869701553,16,1.0,218,26397
151,0.8336184943927374,0.18463764396970853,0.1155329141736471,16,1.0,220,28589
161,0.8024077320227779,0.17755604584512877,0.11153107818691602,16,1.0,222,30802
171,0.7730916447231766,0.17131656301724577,0.1079305109112568,16,1.0,224,33035
181,0.7488779777192628,0.16619908989882126,0.1046499829828037,16,1.0,226,35287
191,0.7290717551658723,0.16149622558964058,0.10168131768754961,16,1.0,228,37556
201,0.7101665701210177,0.1575198433916176,0.0988935179231426,16,1.0,229,39842
211,0.6924222273330499,0.1534975702079433,0.09641360092084145,16,1.0,231,42144
221,0.6758657521488223,0.14987723776684636,0.0941095656554654,16,1.0,232,44460
231,0.6602349400625311,0.1464261440501722,0.09199318246750388,16,1.0,234,46791
241,0.6471757489370515,0.1435968143149046,0.08994843868895812,16,1.0,235,49136
