episode,deltaT,maxRadius,avgRadius,numUnknownSlots,propUnknown,numSamples,totalNumSamples
1,25.0,2.0,1.4017849035035093,16,1.0,71,71
11,7.733583938620724,0.5822225045726739,0.3781907558195204,16,1.0,138,1255
21,5.025945992949953,0.3950548903097902,0.262999752996882,16,1.0,158,2752
31,3.978275238896771,0.31260267881747106,0.2117004432095789,16,1.0,170,4401
41,3.4561917636049917,0.27264196607229724,0.18263119988446452,16,1.0,179,6151
51,3.0732966412603004,0.24305179926811105,0.1617062926010224,16,1.0,186,7978
61,2.770225398760468,0.21979910897637261,0.14700046243137663,16,1.0,191,9866
71,2.545362321273052,0.2019117675237088,0.13534596107208055,16,1.0,196,11806
81,2.366451932796671,0.1889227399274269,0.1260724003617009,16,1.0,200,13791
91,2.2503199082366936,0.1783128293383951,0.11857338319104947,16,1.0,204,15815
101,2.1184800599736096,0.16855963880321312,0.11197850251652304,16,1.0,207,17873
111,2.014243661292201,0.15989100279468751,0.10649107490328566,16,1.0,210,19963
121,1.9082258319651955,0.15199681345590269,0.10153878843027936,16,1.0,213,22082
131,1.8299621538888688,0.1459327083243406,0.09734862406610509,16,1.0,216,24227
141,1.7571594622513984,0.14001197856972616,0.09354393199070464,16,1.0,218,26397
151,1.6854273557342285,0.13423132062780277,0.09000531205931048,16,1.0,220,28589
161,1.6272040080163686,0.12977579001667838,0.08700140536805491,16,1.0,222,30802
171,1.573985243462521,0.12541469664827334,0.08416869774168403,16,1.0,224,33035
181,1.5263104450357414,0.1216634155171575,0.08165534313580582,16,1.0,226,35287
191,1.4863039050053761,0.11863311767536895,0.07934643607612064,16,1.0,228,37556
201,1.449080190315843,0.11563446019679703,0.07722726176802464,16,1.0,229,39842
211,1.4165918681815994,0.11297819761679308,0.07527473495760435,16,1.0,231,42144
221,1.3780284105406482,0.10987495521702044,0.07337564080327877,16,1.0,232,44460
231,1.3461731805795578,0.10739640544304083,0.0716307655546704,16,1.0,234,46791
241,1.3134465440873782,0.10481057189041575,0.07003046742770543,16,1.0,235,49136
251,1.2836980853974798,0.1024680302679341,0.06853995751838841,16,1.0,236,51493
261,1.2538680913574034,0.1001242333453473,0.06710646526860288,16,1.0,238,53865
271,1.2262214084086287,0.097941442396718,0.06574305595364957,16,1.0,239,56248
281,1.206137893886825,0.09637384378581616,0.06447166084725127,16,1.0,240,58643
291,1.1832593975716397,0.09450639333307481,0.06327066589493027,16,1.0,241,61049
301,1.1637864552534178,0.09296336413163615,0.062161787723077955,16,1.0,242,63466
311,1.1433813508804342,0.09133850430179531,0.06106409212843864,16,1.0,243,65894
321,1.1241402364654798,0.08971257238500031,0.060036793179607695,16,1.0,244,68332
331,1.1041006870710477,0.08819209125032854,0.05904011957439182,16,1.0,245,70780
341,1.0822107165923653,0.08651017203274607,0.05807476362088498,16,1.0,246,73238
351,1.065979856159686,0.08520421386319188,0.05719612314973296,16,1.0,247,75705
361,1.050048130738847,0.08382231251885881,0.05633678333351518,16,1.0,248,78181
371,1.0341182197080871,0.08264279906445324,0.055522897017328876,16,1.0,249,80666
381,1.021466225610205,0.081629304028708,0.05475337969593088,16,1.0,250,83159
391,1.0073402073693805,0.08041903936682443,0.053990531517650577,16,1.0,251,85660
401,0.9926959223344575,0.07929722114902248,0.053265523082080046,16,1.0,251,88170
411,0.9784983146238013,0.07815051984208009,0.05256887905268041,16,1.0,252,90689
421,0.96521132791609,0.07712778177034549,0.051921291831606445,16,1.0,253,93215
431,0.9515926889244318,0.07601260411288757,0.05125421672967522,16,1.0,254,95748
441,0.9399412060841708,0.07515247888247048,0.05064881255955891,16,1.0,254,98288
451,0.9302784462007586,0.07434978620763444,0.050062916742263076,16,1.0,255,100837
461,0.9190018597993711,0.07345038312161838,0.04948434745912154,16,1.0,256,103392
471,0.9096705549785765,0.0726259008038071,0.04892627672910835,16,1.0,257,105953
481,0.8986470132602007,0.07181127808856912,0.04839332589379182,16,1.0,257,108523
491,0.889155175520372,0.07103963020287075,0.047866133651985256,16,1.0,258,111099
501,0.881025735745883,0.07039481369367413,0.047362072778056714,16,1.0,258,113679
511,0.871818431696187,0.06970322659475967,0.046882731030546416,16,1.0,259,116269
521,0.8638296823229306,0.06904620271103473,0.046421263902332185,16,1.0,260,118863
531,0.8568663685157465,0.06848265995404866,0.045967963010713014,16,1.0,260,121463
541,0.8478719162847963,0.0677858871386472,0.04550438091966055,16,1.0,261,124071
551,0.8399815044309188,0.06713590665652293,0.045063734949122004,16,1.0,262,126682
561,0.8317391091854228,0.06649540312925944,0.04463753535345273,16,1.0,262,129302
571,0.8237160730984174,0.06583369514520557,0.04421844603467934,16,1.0,263,131925
581,0.8156166064685269,0.0651762828089437,0.04381015540316313,16,1.0,263,134555
591,0.8072635118941119,0.06449050902678519,0.0433971800956447,16,1.0,264,137190
601,0.7989857202423665,0.0638803124604359,0.04301389564252825,16,1.0,264,139830
611,0.7927923927345273,0.06337742678118687,0.04264373068580714,16,1.0,265,142477
621,0.7853981787588181,0.06275077768770078,0.042269455303556525,16,1.0,265,145127
631,0.7788831656200803,0.062277045620997104,0.04192253175839055,16,1.0,266,147785
641,0.7733316411891842,0.061827876222036025,0.04158814389706458,16,1.0,266,150445
651,0.7670052831252908,0.061318987962420066,0.04125125700701261,16,1.0,267,153113
661,0.7605630449903239,0.0607735668878505,0.0409098420447896,16,1.0,267,155783
671,0.7546233535892436,0.06033407204046329,0.04059428576716753,16,1.0,268,158460
681,0.7485429082103614,0.05985899655618181,0.04027076566053933,16,1.0,268,161140
691,0.7428266890647881,0.059390363356722486,0.039956554541550046,16,1.0,269,163826
701,0.7370788359289332,0.05892973542787714,0.03964965511320103,16,1.0,269,166516
711,0.7312856252619955,0.058460693163634905,0.03935221706296787,16,1.0,270,169210
721,0.725454811906143,0.0579936939179773,0.03906763158018209,16,1.0,270,171910
731,0.7196323750120523,0.05753050427827922,0.03877507273847909,16,1.0,271,174612
741,0.7145760074411118,0.057123858922044274,0.03849377667427059,16,1.0,271,177322
751,0.7097772424146949,0.056733468422209846,0.03821961144285262,16,1.0,271,180032
761,0.7048069151083817,0.056347000587456106,0.037952056441524856,16,1.0,272,182751
771,0.6997144119862202,0.05593762398684544,0.037686158288794645,16,1.0,272,185471
781,0.694856566325861,0.05554433231649227,0.03743182534744552,16,1.0,273,188196
791,0.6900522510000168,0.05516768750243041,0.0371794568714583,16,1.0,273,190926
801,0.6855825078098883,0.05480952110823667,0.03693353707042871,16,1.0,273,193656
811,0.6806994687227016,0.05441452613918383,0.03669019843381486,16,1.0,274,196396
821,0.67570212522439,0.05402832610654313,0.036452147902656634,16,1.0,274,199136
831,0.6714225511853508,0.05365678284303536,0.03621637291290386,16,1.0,275,201881
841,0.6670443238653779,0.05331738397068251,0.03598558813106097,16,1.0,275,204631
851,0.6630824937410587,0.053003672957684524,0.03576595836253573,16,1.0,275,207381
861,0.6589446253288577,0.05267931730215197,0.035540035527773836,16,1.0,276,210140
871,0.654800582642595,0.05235308560322989,0.035325975901810434,16,1.0,276,212900
881,0.6505824875980782,0.05200952412019826,0.03511044712525509,16,1.0,277,215661
891,0.6466828652177916,0.05170705904593302,0.034903362989749304,16,1.0,277,218431
901,0.6431673295654022,0.05142086799046966,0.034699694056952606,16,1.0,277,221201
911,0.6397510511606851,0.051138522136944246,0.03450315493946619,16,1.0,278,223974
