episode,deltaT,maxRadius,avgRadius,numUnknownSlots,coverage,numSamples
1,16.0,2.0,1.5547908971515023,16,1.0,51
11,5.770133424228287,0.6864975114136961,0.44302267588848854,16,1.0,120
21,3.663482438265243,0.4433840453083812,0.30521214755867887,16,1.0,135
31,2.9859598296908954,0.3682297374225996,0.24747276320825287,16,1.0,144
41,2.532509691149193,0.3132519015738363,0.21312241151266825,16,1.0,151
51,2.2877029504081174,0.28403445534970345,0.1905627266994723,16,1.0,155
61,2.114202219214655,0.26203066665749075,0.1741000815849113,16,1.0,159
71,1.9573377446129459,0.24305179926811105,0.1613714359367493,16,1.0,163
81,1.8410609163890332,0.22868107984408478,0.1506752086012625,16,1.0,165
91,1.7409298904767236,0.21599846914808402,0.14151466259333748,16,1.0,168
101,1.6451952886141392,0.20412818901236487,0.1337247359616341,16,1.0,170
111,1.5632153117895453,0.19396438985042774,0.12705281307516714,16,1.0,172
121,1.4879213514785081,0.18518717497464043,0.12153228765535992,16,1.0,174
131,1.425632734240435,0.17766353551714287,0.1165198374007698,16,1.0,176
141,1.3690009887567667,0.17031899323817853,0.1120499404809529,16,1.0,177
151,1.3233669068038512,0.16478107242012546,0.10819372606998293,16,1.0,179
161,1.2859682524319371,0.16008406419380092,0.10464584408736982,16,1.0,180
171,1.246856454378327,0.15529157081739692,0.10138238757591286,16,1.0,181
181,1.2094627170439123,0.15102169202768506,0.09853435055812379,16,1.0,182
191,1.1818254267855366,0.1470134647744775,0.09580036655234128,16,1.0,183
201,1.1487745145192367,0.1431871297790465,0.09324398905080257,16,1.0,184
211,1.117471301765982,0.13938322803452116,0.09095204253396197,16,1.0,185
221,1.0879733547591122,0.13562856679153829,0.08873048509513759,16,1.0,186
231,1.0606319472474,0.13240877442705234,0.086756721262404,16,1.0,187
241,1.0412496106326108,0.13003569128017556,0.08486745507260067,16,1.0,188
251,1.0196131108403685,0.1271889571026049,0.08310397619620277,16,1.0,189
261,0.9972220754711733,0.12428592049963345,0.08142572981295636,16,1.0,190
271,0.9769702536952551,0.12192438845749132,0.07985727984599836,16,1.0,191
281,0.9574676177499979,0.11942195157781134,0.07836197321203411,16,1.0,191
291,0.9386784034418828,0.11717564169481261,0.07695376183712067,16,1.0,192
301,0.9247435308761779,0.11549624663921905,0.07566988188694315,16,1.0,193
311,0.9091246469144163,0.1135227993622878,0.07439647303480641,16,1.0,193
321,0.8937117952287357,0.11146643913751253,0.07318113821840493,16,1.0,194
331,0.8797550188103248,0.10980430612116714,0.07199776479078833,16,1.0,195
341,0.8654736133248532,0.10797159887122784,0.07086289313925098,16,1.0,195
351,0.8524971161960523,0.10632750427545555,0.06978309144507419,16,1.0,196
361,0.8416727577993489,0.10505525213981588,0.06878616258447637,16,1.0,196
371,0.8301653147654573,0.10371165703118675,0.06780923311167064,16,1.0,197
381,0.8217192294243844,0.10258173925618275,0.06690893364654804,16,1.0,197
391,0.8105265927121073,0.10117919374867577,0.06599848539549852,16,1.0,198
401,0.7987525017917371,0.09978310394866839,0.06514227808418924,16,1.0,198
411,0.7877678609894294,0.09837100662665177,0.06430946573775773,16,1.0,199
421,0.7784642457550481,0.0971876932485217,0.06351437582112979,16,1.0,199
431,0.7701189762488682,0.09611760060335288,0.06277133183949485,16,1.0,200
441,0.7610290868529197,0.09500166425571083,0.06203231074740928,16,1.0,200
451,0.7523264886969372,0.09391834987828632,0.06131839842136173,16,1.0,201
461,0.7442644630418522,0.0929007801140726,0.060613228200632724,16,1.0,201
471,0.7363603890928322,0.09193057543262219,0.0599639480825081,16,1.0,202
481,0.7281409021038999,0.0909071094762753,0.059296925706915596,16,1.0,202
491,0.7191489399263562,0.0898435591568102,0.05865649738051743,16,1.0,202
501,0.7122890980092208,0.08896331141382902,0.058056514068474945,16,1.0,203
511,0.7049713172083052,0.08805678413218496,0.05744430114078935,16,1.0,203
521,0.6989360227940438,0.08725273370904213,0.05688153427958513,16,1.0,204
531,0.6920369777495268,0.08643257644906889,0.05633000180224497,16,1.0,204
541,0.6861674423127354,0.08570617756989625,0.055798580070881384,16,1.0,204
551,0.6796953522095215,0.08485724751500044,0.05526313448701158,16,1.0,205
561,0.6725171087560422,0.08395329919174206,0.05473335948768446,16,1.0,205
571,0.6662407273251504,0.08320142376992246,0.05424341723553824,16,1.0,205
581,0.6596862972357327,0.08240833440825879,0.05375138892324025,16,1.0,206
591,0.6542958255896496,0.08169411279943328,0.0532822264325624,16,1.0,206
601,0.648715267846679,0.08100352150837181,0.052832131768354704,16,1.0,206
611,0.6430701927069604,0.08028265672628439,0.05239844515414705,16,1.0,207
621,0.637371092871487,0.07963714186569348,0.05195669433336786,16,1.0,207
631,0.6318278922577037,0.07892852737587727,0.05152786834933375,16,1.0,207
641,0.6268558660632335,0.07829608072089726,0.051114741459343485,16,1.0,208
651,0.62130788189145,0.0776239862359145,0.05070200555923942,16,1.0,208
661,0.6170222541627639,0.07708527121405762,0.05031461866031824,16,1.0,208
671,0.612042354651703,0.0764488005180302,0.04992771729706236,16,1.0,209
681,0.6077169545375716,0.07592777267574208,0.04955807871132654,16,1.0,209
691,0.6041511391657559,0.07547549314649887,0.04919524665917727,16,1.0,209
701,0.599827459712168,0.07492893720044051,0.04883029558647296,16,1.0,209
711,0.5960986655832068,0.0744499492434549,0.04848158520695059,16,1.0,210
721,0.5918979558272137,0.07394655121259752,0.048133588240602154,16,1.0,210
731,0.5873643775202828,0.07336098943801668,0.047794408162253506,16,1.0,210
741,0.5833527540634149,0.07289316971146788,0.047466704876999145,16,1.0,211
751,0.5799855320759517,0.07244412838270146,0.0471464722736307,16,1.0,211
761,0.5767286980462322,0.07202549198377307,0.04682323241026402,16,1.0,211
771,0.5722544123324067,0.07148606130690577,0.046500107341107606,16,1.0,211
781,0.5686758246762684,0.07103067129251495,0.04618545748685718,16,1.0,212
791,0.5649319783111825,0.070578422147809,0.045888703373495245,16,1.0,212
801,0.5613334529618272,0.07011502632698292,0.04559296900424574,16,1.0,212
811,0.557693357997401,0.06966667668609915,0.04529875390817379,16,1.0,212
821,0.5541705677247063,0.06924650012254759,0.04503155965771256,16,1.0,213
831,0.5510417570296454,0.06883959579539173,0.04475042149555142,16,1.0,213
841,0.5473297088828616,0.06836320212782647,0.04447732505425226,16,1.0,213
851,0.5441739570699183,0.06798529098186593,0.044207934061157104,16,1.0,213
861,0.5405022588465657,0.06750927419657073,0.043934229775049446,16,1.0,214
871,0.5370472437972652,0.06708844262943826,0.04366762977588773,16,1.0,214
881,0.5336802838599582,0.06667819137514006,0.04341307792165601,16,1.0,214
891,0.5308216845997897,0.06632862058874797,0.0431672767950496,16,1.0,214
901,0.5284473782210649,0.0660440422931247,0.04293558944520656,16,1.0,214
911,0.5256567186592689,0.06566272505340724,0.0426848633122376,16,1.0,215
921,0.5228198838768918,0.06532263197744335,0.04245318749150031,16,1.0,215
931,0.5197054978947738,0.06493163643471696,0.04221854643051213,16,1.0,215
941,0.5173586395813551,0.06463206484450157,0.04198814047185435,16,1.0,215
951,0.5145194067428389,0.06427344498899934,0.041756984597158875,16,1.0,215
961,0.5117973051038485,0.06395103444308436,0.041536852957717314,16,1.0,216
971,0.5090522850555489,0.06359142239750819,0.04131529607210024,16,1.0,216
981,0.5061867960598503,0.06324015795941318,0.04109938274915367,16,1.0,216
991,0.503094138776285,0.06285827511240455,0.040885324391503164,16,1.0,216
