episode,deltaT,maxRadius,avgRadius,numUnknownSlots,coverage,numSamples
1,49.0,2.0,1.3764893871926829,16,1.0,51
11,14.502333889924554,0.5579458857157791,0.35815399560349054,16,1.0,120
21,9.437899537993049,0.37612725389222146,0.24885481167187473,16,1.0,135
31,7.439317646439751,0.29491856524468346,0.20005502922786705,16,1.0,144
41,6.1894314263873715,0.24769388278386856,0.17098047753579124,16,1.0,151
51,5.416413508161999,0.21833620338029333,0.15194082083035299,16,1.0,155
61,4.9116576824887765,0.19830506188657737,0.13813278134869228,16,1.0,159
71,4.575161116257259,0.18482024674202963,0.12763103003294698,16,1.0,163
81,4.246308930260924,0.17247961279981444,0.11917179591845317,16,1.0,165
91,3.9753113919799583,0.16121855141562372,0.11196815224623523,16,1.0,168
101,3.7732042182222734,0.15275804123300532,0.10593812602340377,16,1.0,170
111,3.5774753842510028,0.1455302710745367,0.10079458549800877,16,1.0,172
121,3.41000564222966,0.1385422647080316,0.09616482571182068,16,1.0,174
131,3.276785284872111,0.13331021265597606,0.09225656904643746,16,1.0,176
141,3.150155667964973,0.12815420060281113,0.08871623297131914,16,1.0,177
151,3.0214403114676625,0.12303672647666902,0.0854500590983059,16,1.0,179
161,2.929978316303828,0.11926896714922176,0.08266192731672467,16,1.0,180
171,2.839171841558946,0.11555146950775579,0.08008168708324205,16,1.0,181
181,2.743406153749622,0.11158999033384479,0.07764048233562193,16,1.0,182
191,2.667176488301198,0.10849993084707062,0.0754388728057706,16,1.0,183
201,2.595187787160509,0.10580024062521577,0.0734674423313155,16,1.0,184
211,2.5385318782463018,0.1033112505889223,0.07165868904766098,16,1.0,185
221,2.4746704992874062,0.10069208828779604,0.06992386201884276,16,1.0,186
231,2.4207607825952304,0.0985629090506605,0.06834417740464398,16,1.0,187
241,2.3671049318861024,0.09643628808141527,0.06685807905660955,16,1.0,188
251,2.3248067784242856,0.09464601677875507,0.06547266867637025,16,1.0,189
261,2.2699682206927005,0.09238435403022305,0.06412206002290118,16,1.0,190
271,2.2227875185868067,0.09053325256221254,0.06288953286360452,16,1.0,191
281,2.1744232380244415,0.08852429099679168,0.061662270994300876,16,1.0,191
291,2.1336529568151152,0.08689583680270804,0.06056125151696993,16,1.0,192
301,2.093885586155615,0.08533149495817859,0.05949065833811292,16,1.0,193
311,2.0545091149121997,0.08374202422375399,0.058467654245677125,16,1.0,193
321,2.0194712016827694,0.08225160371190252,0.05749621871039791,16,1.0,194
331,1.9846968512131689,0.08089094706313649,0.056598262133906195,16,1.0,195
341,1.9556329692016652,0.0796671034829311,0.05573933762052981,16,1.0,195
351,1.9229415014175373,0.07845473797948285,0.05492198157867902,16,1.0,196
361,1.8955349475054897,0.07725186928889644,0.05412162248192492,16,1.0,196
371,1.8690456038806489,0.07618688615885434,0.053372731436501904,16,1.0,197
381,1.8420223299390546,0.07504576932144938,0.05262963351791231,16,1.0,197
391,1.8152710390674098,0.0740484165937914,0.05192202162786881,16,1.0,198
401,1.7926676741496879,0.07305893698297161,0.05125225738001602,16,1.0,198
411,1.7671520395982432,0.07201301890142962,0.050590906121566914,16,1.0,199
421,1.7465783055744215,0.07122859153925207,0.04997404494571456,16,1.0,199
431,1.727524796516028,0.07045002952352426,0.04938732691454633,16,1.0,200
441,1.704772721428194,0.06946533110479056,0.04878243911876864,16,1.0,200
451,1.684519007685976,0.06866979400412718,0.048212116597247646,16,1.0,201
461,1.6657671247763552,0.06790479010576604,0.04767246503276894,16,1.0,201
