episode,deltaT,maxRadius,avgRadius,numUnknownSlots,propUnknown,numSamples,totalNumSamples
1,16.0,2.0,1.4239803482146265,16,1.0,71,71
11,5.428919874098788,0.6336134812043874,0.40918445385216834,16,1.0,138,1255
21,3.500675032070211,0.4207016642046662,0.2846007978145493,16,1.0,158,2752
31,2.878563128393091,0.3553510251587865,0.23147599855703263,16,1.0,170,4401
41,2.467877182118185,0.3045345434826213,0.1990406145667542,16,1.0,179,6151
51,2.181135728578378,0.2683550080000086,0.1766493277021301,16,1.0,186,7978
61,1.9502549549895456,0.24218481235738185,0.16048156587702372,16,1.0,191,9866
71,1.8087496391442783,0.22393232436945348,0.1481703692092402,16,1.0,196,11806
81,1.6711421574574732,0.20817775876829195,0.1379416484224098,16,1.0,200,13791
91,1.5944288519558745,0.19876395398748994,0.12978740688393517,16,1.0,204,15815
101,1.5025757840616527,0.18737458311399507,0.12271226658011565,16,1.0,207,17873
111,1.4226012563518255,0.1768093389501035,0.11664291317568592,16,1.0,210,19963
121,1.3554567158786741,0.16869644952457075,0.11136811718382032,16,1.0,213,22082
131,1.292925542768981,0.16121855141562372,0.10666126798835776,16,1.0,216,24227
141,1.2462881178098981,0.1550112496229677,0.10245512392412659,16,1.0,218,26397
151,1.1982647931667378,0.14928416390874558,0.09882347514158507,16,1.0,220,28589
161,1.1610505635948563,0.14467958130141412,0.09555150976153094,16,1.0,222,30802
171,1.1264337660424297,0.14047026932470572,0.09262051373054385,16,1.0,224,33035
181,1.0990547418168508,0.13681302385369876,0.08985990849491214,16,1.0,226,35287
191,1.0690950754999409,0.13320188112661416,0.08736647658166123,16,1.0,228,37556
201,1.0401251240081038,0.12967626377349986,0.08503455655453153,16,1.0,229,39842
211,1.0139407505580744,0.1265764777621106,0.08289962494405759,16,1.0,231,42144
221,0.9937314552716824,0.12390524360227032,0.08092574117126203,16,1.0,232,44460
231,0.9711044307513805,0.121114649231044,0.0790586696917248,16,1.0,234,46791
241,0.9503889242471533,0.1186631540963851,0.0773377078280663,16,1.0,235,49136
251,0.9308934278781387,0.1160662611971874,0.07565558486488277,16,1.0,236,51493
261,0.9119700120433818,0.11378506079874122,0.07413458713178522,16,1.0,238,53865
271,0.8943085895176287,0.1114911148691826,0.07267514755411973,16,1.0,239,56248
281,0.8737686400163714,0.10904800750219187,0.07122023586079736,16,1.0,240,58643
291,0.8570733507749623,0.10685234430720103,0.06991363476658419,16,1.0,241,61049
